OrderID,Date,Product,Quantity,UnitPrice,CustomerCity,Category,TotalSales,Month,MonthNo
1360,2025-06-23,Laptop,3,150,Alexandria,Electronics,450,Jun,6
1361,2025-10-07,Tablet,1,150,Mansoura,Electronics,150,Oct,10
1362,2025-04-24,Headphones,3,400,Alexandria,Accessories,1200,Apr,4
1363,2025-10-15,Tablet,4,250,Tanta,Electronics,1000,Oct,10
1364,2025-12-08,Smartphone,2,1200,Cairo,Electronics,2400,Dec,12
1365,2025-05-31,Smartwatch,3,250,Mansoura,Accessories,750,May,5
1366,2025-05-07,Tablet,3,1200,Cairo,Electronics,3600,May,5
1367,2025-06-04,Smartphone,4,400,Mansoura,Electronics,1600,Jun,6
1368,2025-09-30,Smartphone,3,1200,Tanta,Electronics,3600,Sep,9
1369,2025-04-14,Smartwatch,3,150,Mansoura,Accessories,450,Apr,4
1370,2025-10-26,Smartwatch,4,800,Tanta,Accessories,3200,Oct,10
1371,2025-09-03,Headphones,1,800,Mansoura,Accessories,800,Sep,9
1372,2025-06-25,Smartphone,4,400,Tanta,Electronics,1600,Jun,6
1373,2025-02-08,Headphones,1,150,Tanta,Accessories,150,Feb,2
1374,2025-06-19,Smartphone,2,250,Alexandria,Electronics,500,Jun,6
1375,2025-09-04,Smartphone,1,150,Tanta,Electronics,150,Sep,9
1376,2025-01-26,Smartphone,1,800,Alexandria,Electronics,800,Jan,1
1377,2025-12-21,Headphones,2,800,Tanta,Accessories,1600,Dec,12
1378,2025-11-02,Smartwatch,1,150,Cairo,Accessories,150,Nov,11
1379,2025-01-13,Laptop,4,150,Tanta,Electronics,600,Jan,1
1380,2025-11-12,Laptop,1,800,Cairo,Electronics,800,Nov,11
1381,2025-11-09,Headphones,2,250,Cairo,Accessories,500,Nov,11
1382,2025-02-05,Laptop,4,400,Tanta,Electronics,1600,Feb,2
1383,2025-06-22,Headphones,2,400,Cairo,Accessories,800,Jun,6
1384,2025-01-20,Laptop,2,150,Alexandria,Electronics,300,Jan,1
1385,2025-11-17,Laptop,3,400,Mansoura,Electronics,1200,Nov,11
1386,2025-09-21,Laptop,3,800,Tanta,Electronics,2400,Sep,9
1387,2025-05-22,Laptop,2,800,Cairo,Electronics,1600,May,5
1388,2025-05-23,Smartwatch,2,150,Tanta,Accessories,300,May,5
1389,2025-04-02,Laptop,2,150,Alexandria,Electronics,300,Apr,4
1390,2025-12-20,Smartphone,3,150,Tanta,Electronics,450,Dec,12
1391,2025-11-18,Headphones,3,250,Tanta,Accessories,750,Nov,11
1392,2025-10-15,Laptop,1,400,Cairo,Electronics,400,Oct,10
1393,2025-08-03,Laptop,1,150,Alexandria,Electronics,150,Aug,8
1394,2025-12-08,Tablet,2,1200,Mansoura,Electronics,2400,Dec,12
1395,2025-02-20,Smartwatch,4,1200,Mansoura,Accessories,4800,Feb,2
1396,2025-06-02,Smartphone,4,800,Cairo,Electronics,3200,Jun,6
1397,2025-07-05,Tablet,3,400,Tanta,Electronics,1200,Jul,7
1398,2025-03-04,Smartwatch,3,150,Cairo,Accessories,450,Mar,3
1399,2025-07-09,Laptop,3,1200,Cairo,Electronics,3600,Jul,7
1400,2025-05-05,Smartphone,2,400,Cairo,Electronics,800,May,5
1401,2025-05-30,Headphones,4,800,Tanta,Accessories,3200,May,5
1402,2025-11-10,Smartwatch,1,250,Alexandria,Accessories,250,Nov,11
1403,2025-02-27,Laptop,2,400,Cairo,Electronics,800,Feb,2
1404,2025-12-08,Headphones,1,400,Tanta,Accessories,400,Dec,12
1405,2025-11-01,Headphones,1,250,Alexandria,Accessories,250,Nov,11
1406,2025-06-29,Smartphone,2,400,Cairo,Electronics,800,Jun,6
1407,2025-06-19,Laptop,1,800,Mansoura,Electronics,800,Jun,6
1408,2025-11-22,Smartphone,4,800,Alexandria,Electronics,3200,Nov,11
1409,2025-09-28,Smartwatch,1,250,Cairo,Accessories,250,Sep,9
1410,2025-02-23,Smartphone,4,150,Alexandria,Electronics,600,Feb,2
1411,2025-04-11,Smartwatch,4,1200,Alexandria,Accessories,4800,Apr,4
1412,2025-09-21,Headphones,4,150,Alexandria,Accessories,600,Sep,9
1413,2025-02-22,Headphones,3,400,Alexandria,Accessories,1200,Feb,2
1414,2025-03-01,Laptop,1,1200,Alexandria,Electronics,1200,Mar,3
1415,2025-04-18,Headphones,2,250,Alexandria,Accessories,500,Apr,4
1416,2025-01-05,Smartphone,2,250,Cairo,Electronics,500,Jan,1
1417,2025-04-13,Headphones,1,1200,Mansoura,Accessories,1200,Apr,4
1418,2025-07-15,Smartphone,3,800,Tanta,Electronics,2400,Jul,7
1419,2025-09-19,Laptop,3,1200,Alexandria,Electronics,3600,Sep,9
1420,2025-12-31,Headphones,4,400,Tanta,Accessories,1600,Dec,12
1421,2025-12-16,Smartphone,1,800,Cairo,Electronics,800,Dec,12
1422,2025-02-16,Smartphone,1,250,Alexandria,Electronics,250,Feb,2
1423,2025-12-21,Smartwatch,2,1200,Mansoura,Accessories,2400,Dec,12
1424,2025-11-07,Smartwatch,1,150,Tanta,Accessories,150,Nov,11
1425,2025-11-04,Smartwatch,3,150,Alexandria,Accessories,450,Nov,11
1426,2025-05-24,Smartwatch,1,400,Cairo,Accessories,400,May,5
1427,2025-09-26,Laptop,2,150,Mansoura,Electronics,300,Sep,9
1428,2025-05-04,Smartphone,4,1200,Tanta,Electronics,4800,May,5
1429,2025-04-16,Laptop,2,1200,Tanta,Electronics,2400,Apr,4
1430,2025-06-07,Smartphone,2,150,Alexandria,Electronics,300,Jun,6
1431,2025-05-27,Tablet,4,1200,Mansoura,Electronics,4800,May,5
1432,2025-05-25,Smartwatch,2,400,Mansoura,Accessories,800,May,5
1433,2025-04-30,Laptop,2,800,Mansoura,Electronics,1600,Apr,4
1434,2025-11-15,Laptop,1,400,Mansoura,Electronics,400,Nov,11
1435,2025-10-02,Tablet,1,400,Cairo,Electronics,400,Oct,10
1436,2025-04-02,Smartphone,4,1200,Mansoura,Electronics,4800,Apr,4
1437,2025-02-27,Smartwatch,1,800,Tanta,Accessories,800,Feb,2
1438,2025-12-12,Laptop,1,1200,Tanta,Electronics,1200,Dec,12
1439,2025-08-17,Smartwatch,2,250,Cairo,Accessories,500,Aug,8
1440,2025-04-27,Smartphone,3,1200,Tanta,Electronics,3600,Apr,4
1441,2025-11-14,Headphones,1,1200,Tanta,Accessories,1200,Nov,11
1442,2025-10-06,Tablet,3,1200,Mansoura,Electronics,3600,Oct,10
1443,2025-05-07,Smartwatch,1,800,Tanta,Accessories,800,May,5
1444,2025-05-09,Smartwatch,1,1200,Cairo,Accessories,1200,May,5
1445,2025-02-27,Tablet,4,800,Mansoura,Electronics,3200,Feb,2
1446,2025-05-02,Smartwatch,4,150,Alexandria,Accessories,600,May,5
1447,2025-01-01,Smartphone,4,250,Mansoura,Electronics,1000,Jan,1
1448,2025-08-27,Smartwatch,3,800,Cairo,Accessories,2400,Aug,8
1449,2025-10-17,Smartwatch,2,150,Mansoura,Accessories,300,Oct,10
1450,2025-04-06,Laptop,1,800,Mansoura,Electronics,800,Apr,4
1451,2025-05-06,Smartwatch,1,800,Cairo,Accessories,800,May,5
1452,2025-04-28,Tablet,1,250,Mansoura,Electronics,250,Apr,4
1453,2025-02-17,Tablet,3,400,Cairo,Electronics,1200,Feb,2
1454,2025-03-30,Laptop,4,400,Cairo,Electronics,1600,Mar,3
1455,2025-08-25,Smartphone,2,800,Alexandria,Electronics,1600,Aug,8
1456,2025-09-29,Tablet,3,1200,Tanta,Electronics,3600,Sep,9
1457,2025-07-08,Headphones,4,150,Tanta,Accessories,600,Jul,7
1458,2025-07-11,Smartphone,3,1200,Mansoura,Electronics,3600,Jul,7
1459,2025-03-10,Tablet,2,1200,Mansoura,Electronics,2400,Mar,3
1460,2025-10-05,Headphones,4,800,Alexandria,Accessories,3200,Oct,10
1461,2025-12-15,Laptop,3,800,Alexandria,Electronics,2400,Dec,12
1462,2025-09-04,Smartwatch,2,800,Alexandria,Accessories,1600,Sep,9
1463,2025-03-17,Laptop,1,800,Cairo,Electronics,800,Mar,3
1464,2025-06-03,Smartphone,2,400,Alexandria,Electronics,800,Jun,6
1465,2025-05-24,Laptop,1,800,Alexandria,Electronics,800,May,5
1466,2025-03-27,Headphones,3,400,Mansoura,Accessories,1200,Mar,3
1467,2025-07-04,Smartphone,4,400,Alexandria,Electronics,1600,Jul,7
1468,2025-10-12,Laptop,4,800,Cairo,Electronics,3200,Oct,10
1469,2025-08-08,Laptop,3,250,Cairo,Electronics,750,Aug,8
1470,2025-03-10,Laptop,4,150,Mansoura,Electronics,600,Mar,3
1471,2025-02-16,Tablet,4,1200,Alexandria,Electronics,4800,Feb,2
1472,2025-04-04,Laptop,1,400,Alexandria,Electronics,400,Apr,4
1473,2025-08-26,Laptop,3,150,Cairo,Electronics,450,Aug,8
1474,2025-07-23,Smartwatch,2,250,Alexandria,Accessories,500,Jul,7
1475,2025-08-06,Laptop,1,1200,Alexandria,Electronics,1200,Aug,8
1476,2025-12-07,Smartphone,3,1200,Alexandria,Electronics,3600,Dec,12
1477,2025-02-08,Laptop,1,400,Tanta,Electronics,400,Feb,2
1478,2025-04-10,Smartphone,2,800,Mansoura,Electronics,1600,Apr,4
1479,2025-10-16,Smartphone,2,250,Tanta,Electronics,500,Oct,10
1480,2025-09-11,Laptop,3,400,Mansoura,Electronics,1200,Sep,9
1481,2025-08-10,Laptop,2,250,Cairo,Electronics,500,Aug,8
1482,2025-12-23,Tablet,1,800,Alexandria,Electronics,800,Dec,12
1483,2025-01-23,Laptop,2,800,Mansoura,Electronics,1600,Jan,1
1484,2025-09-07,Smartwatch,1,400,Tanta,Accessories,400,Sep,9
1485,2025-01-10,Smartwatch,1,800,Alexandria,Accessories,800,Jan,1
1486,2025-09-03,Smartphone,2,150,Cairo,Electronics,300,Sep,9
1487,2025-11-21,Smartwatch,3,1200,Mansoura,Accessories,3600,Nov,11
1488,2025-04-10,Smartphone,4,400,Mansoura,Electronics,1600,Apr,4
1489,2025-10-17,Tablet,2,250,Mansoura,Electronics,500,Oct,10
1490,2025-06-29,Smartphone,1,150,Alexandria,Electronics,150,Jun,6
1491,2025-08-11,Laptop,1,400,Tanta,Electronics,400,Aug,8
1492,2025-09-07,Smartphone,2,800,Tanta,Electronics,1600,Sep,9
1493,2025-05-27,Tablet,3,800,Mansoura,Electronics,2400,May,5
1494,2025-04-06,Laptop,3,800,Cairo,Electronics,2400,Apr,4
1495,2025-09-14,Smartwatch,1,800,Cairo,Accessories,800,Sep,9
1496,2025-11-21,Smartphone,1,250,Tanta,Electronics,250,Nov,11
1497,2025-01-04,Smartwatch,3,150,Cairo,Accessories,450,Jan,1
1498,2025-01-16,Smartphone,4,1200,Tanta,Electronics,4800,Jan,1
1499,2025-10-07,Headphones,2,250,Mansoura,Accessories,500,Oct,10
1500,2025-12-02,Smartphone,1,250,Tanta,Electronics,250,Dec,12
